SL,Data set,Encode Time,Encode Memory,,Decode Time(ms),Decode Memory(Mb)
2097,http://www.applicot.com/,107.0649624,93.245681,,4714.046717,11.886873
2098,http://adultcompass.com/avs/0/1/acw/index.html,161.2076759,128.702578,,6715.895653,16.569714
2099,http://www.adult-anime-hentai.com/,102.8664112,93.245954,,4273.212194,11.887106
2100,http://www.toonsexy.com/content/index.shtml,589.2567635,128.703549,,6271.007776,16.569267
2101,http://www.cuntoons.com/erotica/,629.216671,93.245984,,4635.766268,11.886811
2102,http://www.piratemedia.ca/ca/darkest_anime/index.html,497.3313808,128.702681,,6580.329418,16.56985
2103,http://www.anime-hentai.org/allstars/,151.706934,128.702761,,6561.505795,16.569408
2104,http://www.sweet18teen.com/xxxhentai/,156.2671661,128.702633,,5949.236155,16.569267
2105,http://www.sexcitynet.com/sexy-comics/erotic-comics/index.html,161.5920067,128.703664,,6582.899094,16.56989
2106,http://www.tentacle-hentai.com/,106.1029434,93.245751,,4700.836182,11.886745
2107,http://anime-hentai.org/fetish/,112.5745773,93.246015,,4351.924896,11.887315
2108,http://www.1001manga.com/mangas/,102.2250652,93.245761,,4336.102009,11.886739
2109,http://www.cuntoons.com/,114.6945953,93.245944,,4678.675413,11.886833
2110,http://www.bondagekitty.com/artwork/index.htm,152.8506279,128.702377,,6005.955219,16.569459
2111,http://premium.hentai-anime-porn.com,154.9899578,128.702432,,5943.253994,16.569395
2112,http://www.sexysailormoon.com/,109.3950272,93.24595,,4692.529678,11.886803
2113,http://www.cartoon-animation.com/,272.8428841,93.249288,,4284.769773,11.887106
2114,http://www.privateholes.com/anime/hentai/index.html,1025.653839,128.702487,,6246.406317,16.569395
2115,http://premium.hentai-anime-porn.com/porn/,404.831171,128.70267,,6592.348814,16.569331
2116,http://www.cybersexnetwork3.com/hardbodies/bukkake/index.html,165.6382084,121.393084,,5879.266262,16.569275
2117,http://www.piratemedia.ca/ca/darker_anime/index.html,158.1213474,128.702008,,6145.493031,16.569906
2118,http://www.piratemedia.ca/ca/tentacle_spectacle/index.html,167.4406528,128.702014,,5998.38829,16.569898
2119,http://www.piratemedia.ca/ca/tokyo_subway_hentai/index.html,147.8619576,128.703341,,6598.165751,16.569275
2120,http://www.cuntoons.com/comix/,99.03454781,93.24511,,4684.946537,11.887042
2121,http://www.piratemedia.ca/ca/hentai_pervert/index.html,148.1721401,128.702458,,6004.412651,16.569337
2122,http://www.piratemedia.ca/ca/hentai_boot_camp/index.html,145.4145908,128.702452,,5912.642002,16.569393
2123,http://www.piratemedia.ca/ca/hentai_mementos/index.html,148.360014,128.702451,,6414.786816,16.569267
2124,http://www.piratemedia.ca/ca/24_hour_hentai/index.html,153.5096169,128.70265,,6621.99831,16.569395
2125,http://www.piratemedia.ca/ca/anime_bondage_coercion/index.html,718.9910412,128.703568,,5903.152704,16.569451
2126,http://www.piratemedia.ca/ca/anime_explosion/index.html,897.4201679,128.703865,,6600.10457,16.569337
2127,http://www.piratemedia.ca/ca/asian_hentai/index.html,188.2920265,128.702744,,6613.451004,16.569337
2128,http://www.piratemedia.ca/ca/bukkake_hentai/index.html,193.2663918,128.702786,,6541.373968,16.569273
2129,http://www.piratemedia.ca/ca/express_anime/index.html,192.7335262,128.703041,,6335.108995,16.569339
2130,http://www.piratemedia.ca/ca/lucky_sucky/index.html,200.6816864,128.702647,,5943.583012,16.569594
2131,http://www.piratemedia.ca/ca/naughty_anime/index.html,177.4864197,128.702745,,6328.084469,16.569395
2132,http://www.piratemedia.ca/ca/nun_hentai/index.html,185.8391762,128.702646,,6601.022959,16.569538
2133,http://www.piratemedia.ca/ca/ryoko_hentai/index.html,160.0496769,128.702648,,6570.863008,16.569387
2134,http://www.piratemedia.ca/ca/ryoko_hentai_sailormoon/index.html,156.6605568,128.702459,,6588.834763,16.56941
2135,http://www.piratemedia.ca/ca/temple_anime/index.html,822.1693039,128.702552,,5898.237705,16.569515
2136,http://www.piratemedia.ca/ca/twilight_hentai/index.html,753.3242702,128.702683,,5935.092926,16.569523
2137,http://crazyxxx3dworld.com/avs/mummy/index.html,154.3393135,128.702739,,5920.532703,16.569579
2138,http://www.avsheaven.com/animes/tooncity/fnpwarning.html,170.8381176,128.702716,,6250.809908,16.569339
2139,http://www.hentaigalaxy.org/freehentai/main.html,164.4220352,128.702644,,5859.275579,16.569323
2140,http://www.animeogre.com/avs/1008aa/fnp.html,161.1523628,121.392931,,5928.970814,16.569346
2141,http://www.allanimatedtgp.com/avs/cartoonposers/fnp.html,150.7518291,128.701812,,5929.163218,16.569475
2142,http://www.avsheaven.com/animes/extremehentai/fnpwarning.html,155.3266048,128.702017,,6229.958534,16.569515
2143,http://avsheaven.com/animes/fuckeduptoons/fnpwarning.html,161.5366936,128.702013,,5915.325403,16.569451
2144,http://www.hentaigalaxy.org/anime-hentai-xxx-pictures/,160.7377529,128.70201,,6244.924784,16.569209
2145,http://www.avsheaven.com/animes/hentaiharlots/fnpwarning.html,152.392149,128.702329,,6539.441586,16.569395
2146,http://www.avsheaven.com/animes/hardcoreanime/fnpwarning.html,675.8346558,128.702503,,6587.560415,16.56997
2147,http://www.avsheaven.com/animes/kinkyhentai/fnpwarning.html,907.169342,128.703693,,5993.54744,16.569346
2148,http://www.hentaionly.com/hentai/,114.2442226,93.246017,,4600.797415,11.886923
2149,http://www.piratemedia.ca/free/manga/index.html,148.2918262,128.702707,,6017.032623,16.569834
2150,http://www.piratemedia.ca/free/sailor_moon_hentai/index.html,151.8800259,128.702456,,6202.6968,16.569515
2151,http://virtualsexspy.com/avs/03/xis/_sex/index.html,152.6248455,128.702447,,6462.050915,16.569842
2152,http://www.piratekeg.ca/tentacle_planet/index.html,161.4694595,128.702646,,6174.735069,16.569275
2153,http://www.anime-free-sex.com/animefuck/,161.539793,128.702572,,6149.986029,16.569523
2154,http://www.max-porno.com/adult-sex-cartoons/,158.2274437,128.70371,,6077.313185,16.569658
2155,http://www.adultanimepornpicture.com/,156.7401886,128.702433,,6671.652794,16.569387
2156,http://www.bigtits-fucking.com/anime/,162.2874737,128.702633,,5962.040901,16.56985
2157,http://www.adultcomics.cz/,99.45607185,93.245946,,4876.045465,11.887138
2158,http://www.lesbiansexorgies.com/anime-picture/index.html,819.7073936,128.703538,,6492.800713,16.569481
2159,http://www.hentagon.com/bdsm/,637.3531818,93.245981,,4493.119955,11.886811
2160,http://users.belgacom.net/m.verhagen/maniax/index.html,216.5572643,128.702746,,6472.362757,16.569521
2161,http://www.cartoons3d.com/,106.9645882,93.24601,,4686.461687,11.886803
2162,http://www.angelswife.com/cmg/cartoon-hentai/,155.3332806,128.702381,,6603.982449,16.569275
2163,http://www.cartoon-sluts.com/carnal/index.htm,158.4060192,128.702441,,6635.870457,16.569331
2164,http://www.comixplanet.com/cartoonxxx/toonsex/,164.6454334,121.393389,,6624.212027,16.569395
2165,http://www.pantieupskirt.com/f/anime/index.htm,153.6326408,128.702002,,6629.768848,16.569267
2166,http://www.sex-marks.com/av/xto/index.htm,150.9437561,128.701939,,5915.434599,16.569598
2167,http://www.sexcitynet.com/dirtycartoons/animation/,152.7030468,128.701806,,6634.181261,16.569722
2168,http://www.pictureplaces.com/erotictoons/,167.7279472,128.701997,,6098.690271,16.568994
2169,http://www.sex-marks.com/a/a/begin.htm,334.8054886,128.702442,,6230.639458,16.569209
2170,http://www.carton69.com/erotic_animes/,899.815321,128.702602,,6562.942982,16.569451
2171,http://www.carton69.com/erotoons/,474.9128819,93.245985,,4718.941689,11.886811
2172,http://www.allxxxthumbs.com/erotic-cartoons/,148.529768,128.702589,,5977.320671,16.569715
2173,http://membres.lycos.fr/ecchidol/,111.6836071,93.246009,,4748.073578,11.886867
2174,http://www.sex-marks.com/cr/anime/index.htm,146.9297409,128.702639,,5895.864248,16.569913
2175,http://www.anime-free-sex.com/eroticanimes/,149.2106915,128.702439,,6638.481379,16.569595
2176,http://www.teenpornstars.net/cr/anime/index.htm,160.2838039,128.702443,,6653.133631,16.569387
2177,http://www.crosex.com/cc/anime/index.htm,165.2741432,128.702636,,6597.420692,16.569451
2178,http://www.crosex.com/g/xtoon/index.htm,152.5764465,128.702635,,5933.71129,16.569731
2179,http://www.eroticsexcomics.com/,100.2235413,93.245751,,4372.257948,11.88697
2180,http://www.video-sex-video.com/anime/,157.1877003,128.702633,,6342.913389,16.569395
2181,http://www.free-hentai.org/free--hentai/,154.1521549,128.702636,,6637.551785,16.569523
2182,http://www.hentaifree.net/,576.8663883,93.24585,,4549.596548,11.887258
2183,http://www.superspank.com/free/xxx_hentai_anime/,861.0594273,128.702676,,6530.160666,16.569331
2184,http://hentai.anime-hentai-cartoons.com/,226.9985676,128.702668,,6593.909264,16.56953
2185,http://www.hentaicapitol.com/,107.3698997,93.246077,,4355.543613,11.886953
2186,http://www.xtremesex.com/hard-adult-anime-sex/,145.979166,128.702584,,6209.606647,16.569267
2187,http://www.angelswife.com/cmng/free-hentai-sites/,149.5296955,128.702445,,6306.293011,16.569564
2188,http://www.angelswife.com/cman/slut-girl-manga/,165.2808189,121.393134,,6675.317049,16.569357
2189,http://www.angelswife.com/cmn/rinoa-hentai/,153.9270878,128.701999,,6052.397966,16.569451
2190,http://www.animeogre.com/avs/mm/,100.0535488,93.245112,,4571.748018,11.886859
2191,http://www.teenonscreen.com/pokemon/,151.4453888,128.701792,,6599.852085,16.569443
2192,http://www.suziewrong.com/cartoon-sex/,168.1134701,128.701994,,5903.768063,16.569395
2193,http://hornysausage.com/sexycartoons/,160.3736877,128.702505,,6374.405146,16.56965
2194,http://www.anime-free-sex.com/squirtsanime/,639.2147541,128.702543,,6606.645823,16.569331
2195,http://www.totalhentai.net/,663.7742519,93.246985,,4322.384834,11.886923
2196,http://www.tittytoons.com/,338.2556438,93.245978,,4291.571617,11.886795
2197,http://www.animeogre.com/avs/ttb/,104.5124531,93.248852,,4394.60659,11.886867
2198,http://hornysausage.com/toonzorgy/,107.5119972,93.246149,,4340.090275,11.886811
2199,http://www.teenpornstars.net/g/toon/a.htm,147.785902,128.702573,,6229.939461,16.569386
2200,http://www.petersporn.com/toon-express/,164.6568775,128.702635,,6292.373896,16.569906
2201,http://www.3deroticcartoons.com/,112.1864319,93.245752,,4351.098061,11.886745
2202,http://www.anime-free-sex.com/toonart/,155.9400558,128.702634,,6281.158924,16.569331
2203,http://www.carton69.com/toonbabes/,111.0854149,93.246936,,4284.817457,11.886739
2204,http://hornysausage.com/3d-fantasies/,144.0513134,128.702433,,5959.706545,16.569947
2205,http://www.animeogre.com/avs/ttt/,98.81520271,93.245953,,4093.588352,11.887122
2206,http://www.carton69.com/toonland/,100.3568172,93.245768,,4261.433363,11.886987
2207,http://www.twistedojin.com/~tifa/index2.html,150.3984928,128.702896,,6202.249765,16.5696
2208,http://www.carton69.com/toonsoft/,538.1405354,93.245857,,4360.786915,11.886887
2209,http://www.petersporn.com/tooncandy/,998.3098507,128.702664,,6027.784586,16.569267
2210,http://www.max-porno.com/wallys-hentai-sex-pictures/,162.471056,128.706565,,6185.754061,16.569459
2211,http://www.xxxanimesex.com/,96.28915787,93.245811,,4834.544182,11.886825
2212,http://www.cartoons-xxx.com/,114.4435406,87.936311,,4636.614799,11.886859
2213,http://www.xtremesex.com/xtreme-anime-hentai-porn/,162.6210213,128.701806,,6025.089741,16.569512
2214,http://www.hentaifactory.nu/,116.6081429,93.245108,,4409.114361,11.886809
2215,http://www.animeterra.com/,112.3547554,93.245378,,4589.278698,11.886745
2216,http://www.realhentai.com/,106.0986519,93.245109,,4404.584169,11.886867
2217,http://www.hentaihell.com/,100.7452011,93.245818,,4338.768482,11.886739
2218,http://www.hentaiplace.com/,104.1390896,93.245751,,4666.073322,11.886803
2219,http://www.animeparadise.net/,99.11704063,93.245949,,4615.774632,11.886832
2220,http://www.hentaiexposure.com/,102.9822826,93.245757,,4359.505892,11.886803
2221,http://www.hentaikiss.com/,100.6934643,93.245946,,4279.584169,11.886867
2222,http://www.hentaiflash.com/,107.7129841,93.245751,,4433.351278,11.88725
2223,http://www.archivehentai.com/,512.745142,93.245789,,4395.409822,11.886803
2224,http://www.h-anime.com/,598.7327099,93.245975,,4673.420668,11.886803
2225,http://www.animerica.com/,489.3782139,93.245977,,4367.592335,11.886803
2226,http://www.animevid4free.banzaihosting.com/,164.4906998,128.702767,,6176.436901,16.569515
2227,http://www.dphentai.com,100.1648903,93.245943,,4076.14255,11.886851
2228,http://www.kawaii.com/ahs/,101.8323898,93.245813,,4640.171289,11.887186
2229,http://www.hentaineko.com/,107.8383923,93.245946,,4334.238052,11.886683
2230,http://www.hentaikitty.com/,101.7611027,93.245751,,4703.938246,11.886995
2231,http://www.jmate.com/,113.1324768,93.245941,,4312.322378,11.887009
2232,http://www.animetric.com/,104.4533253,93.245747,,4713.7959,11.886915
2233,http://www.hentaiportal.com,113.5306358,93.245947,,4288.294077,11.886867
2234,http://www.banzaihentai.net/,107.4821949,93.245753,,4387.453556,11.886931
2235,http://www.geocities.com/bloodysp/sin/bias/,162.104845,128.702575,,6128.418922,16.56985
2236,http://www.anime18.com/,112.9302979,87.93637,,4544.195175,11.886811
2237,http://www.kittymedia.com/,109.518528,93.248267,,4715.234041,11.886739
2238,http://www.geocities.com/tokyo/5081/ank.html,679.3727875,128.701974,,6093.144894,16.569273
2239,http://www.geocities.com/tokyo/towers/8072/kusabi.html,910.4709625,128.702784,,6111.507893,16.569387
2240,http://www.geocities.com/hakuei.geo/yaoi/anime/kusabi.html,151.0310173,128.702014,,6577.941179,16.569267
2241,http://www.aestheticism.com/visitors/manga/ank/index.htm,151.2160301,128.70246,,6077.973127,16.569762
2242,http://steelsong.com/kusabi/ai01.html,146.3596821,128.702433,,6341.12978,16.569331
2243,http://www.hentaineko.com/html_peek/peek_anime_ainokusabi.shtml,146.5733051,128.702779,,6082.069635,16.56957
2244,http://members.tripod.com/~cspade/,100.1017094,93.245954,,4641.01696,11.887314
2245,http://www.cooldevices.com,113.7804985,93.245813,,4136.938095,11.886978
2246,http://www.animetric.com/abc/coold.html,165.5147076,128.702571,,6270.312071,16.569523
2247,http://www.hentaineko.com/html_peek/peek_anime_cd.shtml,152.0495415,128.702651,,6127.232313,16.569267
2248,http://www.angelfire.com/anime3/glimpse/,152.410984,128.702636,,6418.027878,16.569792
2249,http://www.angelfire.com/realm2/minastirith/,146.9898224,128.70244,,6665.048838,16.569337
2250,http://www.angelfire.com/art2/art_of_jace_moore/,647.1858025,128.702548,,6328.920126,16.569579
2251,http://www.fortunecity.com/victorian/keillor/244/,932.4569702,128.702677,,5940.590858,16.56997
2252,http://www.animetric.com/def/fake.html,150.7203579,128.702865,,6641.445875,16.569459
2253,http://www.geocities.com/area51/shadowlands/3932/fake.html,152.9405117,128.702654,,6578.269482,16.569467
2254,http://www.hentaineko.com/html_peek/peek_anime_fake.shtml,163.9986038,128.702653,,6594.184637,16.569569
2255,http://groups.yahoo.com/group/furuba_lemon_basket/,163.7268066,128.702966,,6264.683247,16.569595
2256,http://www.angelfire.com/gundam/fics/,166.3169861,128.703639,,6158.437014,16.569475
2257,http://www.geocities.com/karaboo1x2/index.html,152.3046494,128.702442,,6378.427744,16.569387
2258,http://www.animetric.com/klm/kite.html,152.9867649,128.70257,,6606.731176,16.569459
2259,http://www.geocities.com/sped_reject2002/kite.html,155.0915241,128.702646,,6596.26627,16.569507
2260,http://www.hentaineko.com/html_peek/peek_anime_kite.shtml,155.9727192,121.39308,,5919.299126,16.569658
2261,http://www.hentaineko.com/html_peek/peek_anime_kizuna.shtml,777.6472569,128.703053,,6002.739906,16.569267
2262,http://www.animetric.com/klm/lbg.html,791.7363644,128.702025,,6595.885277,16.569938
2263,http://www.geocities.com/tokyo/8197/lbgfaq.html,146.0185051,128.701827,,6393.765211,16.570026
2264,http://anime.mikomi.org/series/164.html,163.3810997,128.702027,,6506.272554,16.569395
2265,http://www.urotsukidoji.de/,97.83315659,93.245755,,4652.004004,11.886867
2266,http://www.animejin.org.uk/urot.htm,155.3966999,128.702431,,5971.077919,16.569563
2267,http://www.wired.com/wired/archive/2.06/streetcred.html,153.1805992,128.702651,,5947.850227,16.569786
2268,http://www.thecinemalaser.com/ld_reviews/urotsuk.htm,157.8228474,128.702648,,6595.324993,16.569395
2269,http://www.abcb.com/parents/legend.htm,146.70825,128.702634,,6695.565462,16.569493
2270,http://www.moviesforguys.com/sci-fi/reviews/overfiend.shtml,152.2710323,128.702455,,6686.448097,16.569713
2271,http://www.animetric.com/tuv/uro.html,165.0726795,128.702433,,6603.430271,16.569506
2272,http://www.geocities.com/iquoteron/,281.7194462,128.702631,,5941.313267,16.569323
2273,http://omi_tsukiyono4.tripod.com,619.1453934,93.245856,,4359.723568,11.886865
2274,http://www.ranma-hentai.com/,660.6669426,93.24598,,4659.108877,11.886953
2275,http://www.hentai-sailormoon.com/index.html,251.4469624,128.702671,,6085.170031,16.569331
2276,http://www.angelfire.com/biz5/tuxsux/new2.html,151.0930061,128.70277,,6667.324305,16.569515
2277,http://www.piratemedia.ca/ca/ryoko_hentai_sailormoon/index.html,157.9487324,128.702659,,6576.916456,16.569331
2278,http://www.supersailormoonhentai.com/ca/,154.232502,128.702636,,6205.214262,16.569387
2279,http://www.sailor-hentai.com/ca/index.html,151.8068314,128.702438,,6351.136923,16.569722
2280,http://www.hentaimoon.com/ca/,102.1332741,93.245749,,4688.10463,11.886881
2281,http://www.sailormoon-picture.com/,115.8823967,93.249859,,4377.569437,11.886803
2282,http://sailoranime.com,103.361845,93.248895,,4681.819439,11.886867
2283,http://haneokameimi.fws1.com/ecchipage2.htm,151.7207623,128.702575,,6256.700993,16.569331
2284,http://www.makifuji.com/,110.6877327,87.936235,,4289.468288,11.886873
2285,http://www.geocities.com/tokyo/flats/8008/main1.html,162.8923416,128.702008,,5908.455133,16.569906
2286,http://www.yaoiville.com/hikaru_to_ishi/,155.5638313,128.702316,,6097.702742,16.569699
2287,http://www.kritiker.org/,112.967968,93.245104,,4674.664974,11.886987
2288,http://www.darknessrising.com/wk/index.htm,152.8730392,128.701798,,6623.425484,16.569339
2289,http://bentspoons.com/lifestream/wk/,164.5569801,128.70244,,6577.669144,16.569347
2290,http://www.geocities.com/featherededge/,152.4503231,128.702635,,6169.659853,16.569643
2291,http://crazy-xxx-hardcore.com/avs/19gh/_netver/main.html,152.2350311,128.702588,,6276.289463,16.56933
2292,http://porndiscovery.com/avs/0/6/3net/index.html,148.9946842,128.702508,,6645.701647,16.569392
2293,http://virtualsexspy.com/avs/0/8/asian/index.html,157.7925682,128.702645,,6654.020309,16.569586
2294,http://www.reignofhentai.com/,110.4209423,93.245949,,4692.826271,11.886795
2295,http://www.streamhentai.com,109.4195843,93.245815,,4342.967987,11.887323
2296,http://www.shadowhentai.com,282.6249599,93.246019,,4090.25526,11.886867
2297,http://www.favoritelinks.net/quantum/3dcartoonsex/,919.7337627,128.702486,,6233.789921,16.569443
2298,http://www.aliensexcartoons.com/csn/index.html,487.0860577,128.702674,,5893.27836,16.569467
2299,http://www.aliensexcartoons.com/,103.2643318,93.245889,,4591.871023,11.886867
2300,http://www.free-adult-sites.com/eroticart/index.htm,162.4011993,128.702615,,6546.590567,16.56996
2301,http://www.pregnantcomix.com/stories/,144.2670822,128.702697,,6507.56669,16.569331
2302,http://www.algonet.se/~jap/,102.6842594,93.245747,,4653.946877,11.886795
2303,http://www.pregnantcomix.com/more/,115.4177189,93.246018,,4628.459454,11.886931
2304,http://www.pregnantcomix.com/,100.0175476,93.245755,,4656.965256,11.886803
2305,http://porndiscovery.com/avs/0/2/acs/index.html,160.1970196,128.702579,,6023.253202,16.569395
2306,http://adultcompass.com/avs/0/d/anime/index.html,165.7714844,128.702644,,5917.946815,16.569331
2307,http://www.comixplanet.com/,120.7175255,93.246929,,4495.3444,11.886995
2308,http://porndiscovery.com/avs/058f/_cyber/index.html,167.9933071,121.393194,,6637.954473,16.569722
2309,http://www.cybersexnetwork3.com/3dtoons/3d-babes/,535.3443623,128.702037,,6581.985474,16.569395
2310,http://www.hentaitoken.com/cyberage/nurse-call/index.html,919.3751812,128.703051,,5844.594955,16.569211
2311,http://www.hentaitoken.com/cyberage/hospital-hentai/index.html,276.8537998,128.70205,,5897.675276,16.569465
2312,http://www.mmsites.com/comics/,101.7081738,93.24531,,4330.383062,11.886803
2313,http://www.xxxdrawings.com/,101.8424034,93.246007,,4616.181374,11.886681
2314,http://www.adultartlist.com/x/e/comicsempire/cyberage.htm,141.7763233,128.702589,,6564.296961,16.569523
2315,http://fetishsexcomics.com,100.3632545,93.245687,,4655.050755,11.886857
2316,http://www.erotic-comics.info/,114.7425175,93.246014,,4627.756834,11.886795
2317,http://www.cybersexnetwork3.com/3dtoons/,164.470911,128.704856,,7010.263681,16.569267
2318,http://www.hentaitoken.com/cyberage/horny-bunnies/index.html,156.3498974,128.702456,,6047.975302,16.569267
2319,http://www.titifricoteur.com/index.html,147.0639706,128.702435,,6362.45513,16.569331
2320,http://www.voiceofsubmission.com/,106.7144871,93.245953,,4070.674419,11.886867
2321,http://www.t0on.com/,104.6237946,93.245801,,4203.940392,11.886739
2322,http://www.hotsexsites.org/toonsporn/beauty/main.html,301.3129234,128.702585,,6594.080687,16.569323
2323,http://www.cartoonmegasite.com/,667.1178341,93.245855,,4353.771448,11.886803
2324,http://www.best-sex-pictures.com/avs/fp/fd/,713.3677006,128.702613,,6678.840637,16.569785
2325,http://www.sexyhorror.com/vampiretoons/index.html,147.4204063,128.702599,,6253.696918,16.569515
2326,http://www.sexy-toons.com/busty-toons/index.html,160.3233814,128.702444,,5966.720581,16.569569
2327,http://www.nudecomix.com/,112.1928692,93.245945,,4414.012671,11.887194
2328,http://www.busty-toons.com/,105.6239605,93.245815,,4109.367371,11.886945
2329,http://www.sexy-toons.com/sexy-toons/index.html,153.5012722,128.70252,,5986.996174,16.569856
2330,http://www.mindspring.com/~stephenhsmith/,150.3312588,128.702637,,6704.287052,16.569331
2331,http://www.hentagon.com/gary/,104.334116,93.245749,,4676.989555,11.887442
2332,http://www.comixplanet.com/fetishcomics/comix/,146.1958885,121.393069,,6599.34473,16.569027
2333,http://www.hentaispy.com/,107.4428558,93.245305,,4349.631786,11.886867
2334,http://www.jabarchives.com/,105.2474976,93.245111,,4235.555887,11.886987
2335,http://www.disney-x.com,113.5118008,93.245623,,4119.60721,11.886815
2336,http://turanga-pages.com,468.8818455,93.245336,,4320.963621,11.887378
2337,http://www.lewdart.com,631.3118935,93.246636,,4182.618141,11.886867
2338,http://www.brickhousebetty.net,502.7554035,93.24611,,4584.493876,11.886803
2339,http://www.adultcartoons4u.com/free/toon-sex/,143.0792809,128.702463,,6601.397276,16.569466
2340,http://www.adultcartoons4u.com/free/sexy-cartoons/,145.3979015,128.702382,,6630.126238,16.569578
2341,http://www.fetishlinks.com/free/anime-boobs/,160.8588696,128.70264,,6648.138523,16.569459
2342,http://xxx-beauty.com/sexwomonster/,177.128315,128.702631,,6254.826069,16.569652
2343,http://gallfree.com,121.7610836,93.245739,,4100.793123,11.886747
2344,http://www.fetishlinks.com/free/anime-bondage/movies.html,156.380415,128.702453,,6425.307751,16.569331
2345,http://comixxx.ru,116.301775,93.245937,,4648.7391,11.886803
2346,http://toonadventure.com/hawaii5/hawaii-hotel/,151.7062187,128.702962,,6702.379942,16.569515
2347,http://www.gaysexcomics.com/gay-boy-comics/,162.207365,128.702439,,6252.479553,16.569209
2348,http://www.gaysexcomics.com/hot-gay-comix/,169.2755222,128.702438,,5949.712992,16.569331
2349,http://www.gaysexcomics.com/gay-comics-online/,164.2868519,128.702642,,6638.500929,16.569331
2350,http://www.disney-anime.com/,106.0161591,93.245948,,4331.498146,11.886801
2351,http://drawn-sex.info/,103.2340527,93.246125,,4676.379681,11.886867
2352,http://www.sexy-toons.org,116.1086559,93.245945,,4790.040016,11.886867
2353,http://www.christiesroom.com/freegalleries.html,162.3334885,128.702315,,6022.702217,16.569778
2354,http://www.biteurfly.fr,112.3752594,93.246127,,4245.532513,11.886913
2355,http://hgsart.blogspot.com,99.27964211,93.24601,,4261.591434,11.886803
2356,http://allcomix.net/,103.8489342,87.936228,,4638.007879,11.886803
2357,http://trampararamhentai.com,113.9838696,93.245628,,4677.212715,11.886867
2358,http://cartoonvalleyporn.com,110.1162434,93.245113,,4273.155928,11.886803
2359,http://octaonline.org,116.2695885,93.245373,,4256.131649,11.887258
2360,http://disneyporno.thumblogger.com/,159.1334343,128.701991,,5964.516163,16.569451
2361,http://simpsons-porn.thumblogger.com/,795.4161167,128.703551,,6279.014826,16.569515
2362,http://sinfulcomics.blogspot.com/,669.870615,93.245985,,4262.303591,11.887234
2363,http://shemalescartoons.thumblogger.com/,226.0484695,128.702804,,6320.246458,16.569763
2364,http://www.cartoon-sex.com/,99.48658943,93.246011,,4691.06102,11.886931
2365,http://www.cartoon-x.com/,106.5404415,93.245811,,4663.74135,11.886867
2366,http://www.spoontoons.com/,107.7473164,93.245946,,4680.468798,11.886803
2367,http://www.cartoonx.net/,103.0654907,93.246065,,4661.303997,11.886923
2368,http://www.hardtoon.com/,103.1146049,93.246264,,4655.896187,11.886803
2369,http://www.dirty-art.com/,106.5778732,93.245747,,4237.354994,11.886986
2370,http://www.pornholio.net,113.3100986,93.245944,,4646.054745,11.886803
2371,http://www.starshiptitus.com,110.6748581,93.248889,,4680.262327,11.886739
2372,http://www.sextoon.com,113.3162975,93.245942,,4672.797441,11.886817
2373,http://www.jaxtrawstudios.com,106.243372,93.245755,,4248.638868,11.887017
2374,http://www.cartoonsexmania.com,108.5231304,93.245757,,4217.805147,11.887226
2375,http://www.sfxxxplace.com/,110.2621555,93.245946,,4142.325401,11.887166
2376,http://www.bond-adventures.com,106.7345142,93.245757,,4311.879873,11.887073
2377,http://www.gay-comics.net,108.7019444,93.245945,,4474.474669,11.886867
2378,http://www.famous-comics.com,101.462841,93.245753,,4361.793756,11.886923
2379,http://www.t-cartoons.com/,114.8512363,93.245946,,4635.607958,11.887322
2380,http://www.apollonius.net/erotica.html,175.0979424,121.394067,,6194.455624,16.569475
2381,http://www.nlg.dk/museer/museumerotica.html,160.71105,128.701799,,6596.21191,16.569331
2382,http://www.pornokrates.com/,107.2566509,93.245107,,4750.034094,11.887227
2383,http://www.worldarterotica.com/,102.6926041,93.245119,,4642.375231,11.886739
2384,http://www.androphile.org/preview/museum/,157.9546928,128.701797,,6562.465191,16.569451
2385,http://www.erotica-museum.com,102.0929813,93.245821,,4655.18856,11.886795
2386,http://www.kamat.com/kalranga/erotica/,170.7229614,128.702576,,5909.423113,16.569523
2387,http://www.loriginedumonde.de/index.php?lang=en,197.5295544,128.702763,,6000.681162,16.569275
2388,http://www.solomonsrefuge.com/secret_room.htm,821.9878674,128.702545,,6613.595724,16.569472
2389,http://www.eroticabibliophile.com,591.678381,93.245985,,4713.570833,11.886747
2390,http://www.fanny-hill.net,160.4926586,93.246301,,4323.894024,11.886795
2391,http://www.ameanet.org/,102.3981571,93.245807,,4350.129128,11.886795
2392,http://www.iocoart.com/,114.0856743,93.246007,,4728.834391,11.886923
2393,http://www.photo.net/photo/body-paint.html,177.5281429,128.702694,,6550.648928,16.569818
2394,http://www.drawingonpeople.com/,136.3852024,93.245751,,4361.446142,11.886867
2395,http://groups.yahoo.com/group/princealbert,177.6697636,128.702638,,5913.286209,16.569395
2396,http://www.dreamgirltop100.com/,125.641346,93.245951,,4392.608643,11.886867
2397,http://www.celebrityfool.com/,130.0225258,93.245749,,4405.935526,11.886851
2398,http://www.km02.com/karenm/,118.6842918,93.245947,,4287.765265,11.886747
2399,http://www.playboy.com/playmates/personal/branderoderick/,182.7201843,128.702594,,6227.376223,16.569706
2400,http://www.curvedfx.com/,162.5783443,93.246346,,4670.033932,11.886889
